value,source_id,notes_ids,iso3,Income_saving,Country__ESTANDAR,Years__ESTANDAR
43958.06522,,,URY,Gross domestic product,Uruguay,2010
52332.37774,,,URY,Gross domestic product,Uruguay,2011
56026.66173,,,URY,Gross domestic product,Uruguay,2012
62761.4571,,,URY,Gross domestic product,Uruguay,2013
62409.94076,,,URY,Gross domestic product,Uruguay,2014
58209.02318,,,URY,Gross domestic product,Uruguay,2015
57613.45367,,,URY,Gross domestic product,Uruguay,2016
64996.52662,,,URY,Gross domestic product,Uruguay,2017
65314.47178,,,URY,Gross domestic product,Uruguay,2018
1194730.195,,13801.0,,Gross domestic product,Latin America,1990
1279188.672,,13801.0,,Gross domestic product,Latin America,1991
1394132.545,,13801.0,,Gross domestic product,Latin America,1992
1539259.899,,13801.0,,Gross domestic product,Latin America,1993
1817211.726,,13801.0,,Gross domestic product,Latin America,1994
1916642.922,,13801.0,,Gross domestic product,Latin America,1995
2068807.704,,13801.0,,Gross domestic product,Latin America,1996
2266664.5,,13801.0,,Gross domestic product,Latin America,1997
2279986.405,,13801.0,,Gross domestic product,Latin America,1998
2050899.964,,13801.0,,Gross domestic product,Latin America,1999
2244952.316,,13801.0,,Gross domestic product,Latin America,2000
2198125.06,,13801.0,,Gross domestic product,Latin America,2001
1962221.665,,13801.0,,Gross domestic product,Latin America,2002
1988831.574,,13801.0,,Gross domestic product,Latin America,2003
2275930.582,,13801.0,,Gross domestic product,Latin America,2004
2769962.927,,13801.0,,Gross domestic product,Latin America,2005
3249067.17,,13801.0,,Gross domestic product,Latin America,2006
3851014.9,,13801.0,,Gross domestic product,Latin America,2007
4506851.208,,13801.0,,Gross domestic product,Latin America,2008
4178023.413,,13801.0,,Gross domestic product,Latin America,2009
5126626.865,,13801.0,,Gross domestic product,Latin America,2010
5971610.037,,13801.0,,Gross domestic product,Latin America,2011
6029083.432,,13801.0,,Gross domestic product,Latin America,2012
6195449.235,,13801.0,,Gross domestic product,Latin America,2013
6117374.087,,13801.0,,Gross domestic product,Latin America,2014
5189551.924,,13801.0,,Gross domestic product,Latin America,2015
5056075.704,,13801.0,,Gross domestic product,Latin America,2016
5549958.967,,13801.0,,Gross domestic product,Latin America,2017
-4400.0,,,ARG,Net factors payment to the rest of the word,Argentina,1990
-4260.0,,,ARG,Net factors payment to the rest of the word,Argentina,1991
-2383.65,,,ARG,Net factors payment to the rest of the word,Argentina,1992
-2997.2,,,ARG,Net factors payment to the rest of the word,Argentina,1993
-3560.7529,,,ARG,Net factors payment to the rest of the word,Argentina,1994
-4622.2722,,,ARG,Net factors payment to the rest of the word,Argentina,1995
-5450.1632,,,ARG,Net factors payment to the rest of the word,Argentina,1996
-6122.5762,,,ARG,Net factors payment to the rest of the word,Argentina,1997
-7387.1182,,,ARG,Net factors payment to the rest of the word,Argentina,1998
-7457.1966,,,ARG,Net factors payment to the rest of the word,Argentina,1999
-7521.6703,,,ARG,Net factors payment to the rest of the word,Argentina,2000
-7726.7407,,,ARG,Net factors payment to the rest of the word,Argentina,2001
-7555.6351,,,ARG,Net factors payment to the rest of the word,Argentina,2002
-8042.5399,,,ARG,Net factors payment to the rest of the word,Argentina,2003
-9418.1525,,,ARG,Net factors payment to the rest of the word,Argentina,2004
-7524.0337,,,ARG,Net factors payment to the rest of the word,Argentina,2005
-7722.6099,,,ARG,Net factors payment to the rest of the word,Argentina,2006
-7594.6557,,,ARG,Net factors payment to the rest of the word,Argentina,2007
-9034.1907,,,ARG,Net factors payment to the rest of the word,Argentina,2008
-10318.875,,,ARG,Net factors payment to the rest of the word,Argentina,2009
-14547.5332,,,ARG,Net factors payment to the rest of the word,Argentina,2010
-15073.0671,,,ARG,Net factors payment to the rest of the word,Argentina,2011
-13753.8406,,,ARG,Net factors payment to the rest of the word,Argentina,2012
-13164.8275,,,ARG,Net factors payment to the rest of the word,Argentina,2013
-11613.8474,,,ARG,Net factors payment to the rest of the word,Argentina,2014
-12104.5985,,,ARG,Net factors payment to the rest of the word,Argentina,2015
-12192.2107,,,ARG,Net factors payment to the rest of the word,Argentina,2016
-16380.2837,,,ARG,Net factors payment to the rest of the word,Argentina,2017
-18650.2303,,,ARG,Net factors payment to the rest of the word,Argentina,2018
-248.6,,,BOL,Net factors payment to the rest of the word,Bolivia (Plurinational State of),1990
-247.0,,,BOL,Net factors payment to the rest of the word,Bolivia (Plurinational State of),1991
-197.7,,,BOL,Net factors payment to the rest of the word,Bolivia (Plurinational State of),1992
-205.9,,,BOL,Net factors payment to the rest of the word,Bolivia (Plurinational State of),1993
-182.5,,,BOL,Net factors payment to the rest of the word,Bolivia (Plurinational State of),1994
-206.6,,,BOL,Net factors payment to the rest of the word,Bolivia (Plurinational State of),1995
-208.2,,,BOL,Net factors payment to the rest of the word,Bolivia (Plurinational State of),1996
-196.5,,,BOL,Net factors payment to the rest of the word,Bolivia (Plurinational State of),1997
-161.9,,,BOL,Net factors payment to the rest of the word,Bolivia (Plurinational State of),1998
-196.0,,,BOL,Net factors payment to the rest of the word,Bolivia (Plurinational State of),1999
-225.294,,,BOL,Net factors payment to the rest of the word,Bolivia (Plurinational State of),2000
-211.346,,,BOL,Net factors payment to the rest of the word,Bolivia (Plurinational State of),2001
-204.68,,,BOL,Net factors payment to the rest of the word,Bolivia (Plurinational State of),2002
-302.6103,,,BOL,Net factors payment to the rest of the word,Bolivia (Plurinational State of),2003
-384.6535,,,BOL,Net factors payment to the rest of the word,Bolivia (Plurinational State of),2004
-376.4099,,,BOL,Net factors payment to the rest of the word,Bolivia (Plurinational State of),2005
-397.2472,,,BOL,Net factors payment to the rest of the word,Bolivia (Plurinational State of),2006
-489.4376,,,BOL,Net factors payment to the rest of the word,Bolivia (Plurinational State of),2007
-536.384,,,BOL,Net factors payment to the rest of the word,Bolivia (Plurinational State of),2008
-673.79,,,BOL,Net factors payment to the rest of the word,Bolivia (Plurinational State of),2009
-888.9383,,,BOL,Net factors payment to the rest of the word,Bolivia (Plurinational State of),2010
-985.7612,,,BOL,Net factors payment to the rest of the word,Bolivia (Plurinational State of),2011
-1629.2779,,,BOL,Net factors payment to the rest of the word,Bolivia (Plurinational State of),2012
-1907.7892,,,BOL,Net factors payment to the rest of the word,Bolivia (Plurinational State of),2013
-1697.9597,,,BOL,Net factors payment to the rest of the word,Bolivia (Plurinational State of),2014
-1127.0977,,,BOL,Net factors payment to the rest of the word,Bolivia (Plurinational State of),2015
-620.8959,,,BOL,Net factors payment to the rest of the word,Bolivia (Plurinational State of),2016
-1109.6463,,,BOL,Net factors payment to the rest of the word,Bolivia (Plurinational State of),2017
-975.655,,,BOL,Net factors payment to the rest of the word,Bolivia (Plurinational State of),2018
-11772.926,,,BRA,Net factors payment to the rest of the word,Brazil,1990
-9742.9994,,,BRA,Net factors payment to the rest of the word,Brazil,1991
-8152.2899,,,BRA,Net factors payment to the rest of the word,Brazil,1992
-10331.496,,,BRA,Net factors payment to the rest of the word,Brazil,1993
-9034.5,,,BRA,Net factors payment to the rest of the word,Brazil,1994
-10747.1336,,,BRA,Net factors payment to the rest of the word,Brazil,1995
-11374.3321,,,BRA,Net factors payment to the rest of the word,Brazil,1996
-14575.6787,,,BRA,Net factors payment to the rest of the word,Brazil,1997
-17840.1279,,,BRA,Net factors payment to the rest of the word,Brazil,1998
-18481.1042,,,BRA,Net factors payment to the rest of the word,Brazil,1999
-17481.3051,,,BRA,Net factors payment to the rest of the word,Brazil,2000
-19307.1676,,,BRA,Net factors payment to the rest of the word,Brazil,2001
-17718.0357,,,BRA,Net factors payment to the rest of the word,Brazil,2002
-18135.0345,,,BRA,Net factors payment to the rest of the word,Brazil,2003
-20106.5463,,,BRA,Net factors payment to the rest of the word,Brazil,2004
-25552.6227,,,BRA,Net factors payment to the rest of the word,Brazil,2005
-26984.847,,,BRA,Net factors payment to the rest of the word,Brazil,2006
-28999.9139,,,BRA,Net factors payment to the rest of the word,Brazil,2007
-41805.6785,,,BRA,Net factors payment to the rest of the word,Brazil,2008
-34982.5944,,,BRA,Net factors payment to the rest of the word,Brazil,2009
-70244.8426,,,BRA,Net factors payment to the rest of the word,Brazil,2010
-69730.7948,,,BRA,Net factors payment to the rest of the word,Brazil,2011
-63876.4458,,,BRA,Net factors payment to the rest of the word,Brazil,2012
-37483.613,,,BRA,Net factors payment to the rest of the word,Brazil,2013
-49426.684,,,BRA,Net factors payment to the rest of the word,Brazil,2014
-37935.1613,,,BRA,Net factors payment to the rest of the word,Brazil,2015
-41542.8669,,,BRA,Net factors payment to the rest of the word,Brazil,2016
-43169.6284,,,BRA,Net factors payment to the rest of the word,Brazil,2017
-58824.024,,,BRA,Net factors payment to the rest of the word,Brazil,2018
-1737.4,,,CHL,Net factors payment to the rest of the word,Chile,1990
-1927.9,,,CHL,Net factors payment to the rest of the word,Chile,1991
-1880.7,,,CHL,Net factors payment to the rest of the word,Chile,1992
-1656.4,,,CHL,Net factors payment to the rest of the word,Chile,1993
-2499.3,,,CHL,Net factors payment to the rest of the word,Chile,1994
-2713.5,,,CHL,Net factors payment to the rest of the word,Chile,1995
-2517.6271,,,CHL,Net factors payment to the rest of the word,Chile,1996
-2617.111,,,CHL,Net factors payment to the rest of the word,Chile,1997
-1888.7531,,,CHL,Net factors payment to the rest of the word,Chile,1998
-2233.1353,,,CHL,Net factors payment to the rest of the word,Chile,1999
-2855.5811,,,CHL,Net factors payment to the rest of the word,Chile,2000
-2526.2144,,,CHL,Net factors payment to the rest of the word,Chile,2001
-2846.7041,,,CHL,Net factors payment to the rest of the word,Chile,2002
-3907.5669,,,CHL,Net factors payment to the rest of the word,Chile,2003
-7290.2729,,,CHL,Net factors payment to the rest of the word,Chile,2004
-9702.1005,,,CHL,Net factors payment to the rest of the word,Chile,2005
-16437.8415,,,CHL,Net factors payment to the rest of the word,Chile,2006
-16927.8661,,,CHL,Net factors payment to the rest of the word,Chile,2007
-14520.8325,,,CHL,Net factors payment to the rest of the word,Chile,2008
-11878.5591,,,CHL,Net factors payment to the rest of the word,Chile,2009
-14086.563,,,CHL,Net factors payment to the rest of the word,Chile,2010
-21839.5114,,,CHL,Net factors payment to the rest of the word,Chile,2011
-14633.8011,,,CHL,Net factors payment to the rest of the word,Chile,2012
-12320.5857,,,CHL,Net factors payment to the rest of the word,Chile,2013
-11574.9431,,,CHL,Net factors payment to the rest of the word,Chile,2014
-5984.036,,,CHL,Net factors payment to the rest of the word,Chile,2015
-6935.5573,,,CHL,Net factors payment to the rest of the word,Chile,2016
-10755.6429,,,CHL,Net factors payment to the rest of the word,Chile,2017
-12161.7671,,,CHL,Net factors payment to the rest of the word,Chile,2018
-2305.0,,,COL,Net factors payment to the rest of the word,Colombia,1990
-2089.2,,,COL,Net factors payment to the rest of the word,Colombia,1991
-2021.8,,,COL,Net factors payment to the rest of the word,Colombia,1992
-1782.4,,,COL,Net factors payment to the rest of the word,Colombia,1993
-1458.2181,,,COL,Net factors payment to the rest of the word,Colombia,1994
-1596.201,,,COL,Net factors payment to the rest of the word,Colombia,1995
-2062.4266,,,COL,Net factors payment to the rest of the word,Colombia,1996
-2325.755,,,COL,Net factors payment to the rest of the word,Colombia,1997
-1696.7066,,,COL,Net factors payment to the rest of the word,Colombia,1998
-1355.2227,,,COL,Net factors payment to the rest of the word,Colombia,1999
-2156.4418,,,COL,Net factors payment to the rest of the word,Colombia,2000
-2423.7799,,,COL,Net factors payment to the rest of the word,Colombia,2001
-2631.3702,,,COL,Net factors payment to the rest of the word,Colombia,2002
-3187.7707,,,COL,Net factors payment to the rest of the word,Colombia,2003
-4015.6722,,,COL,Net factors payment to the rest of the word,Colombia,2004
-5339.0239,,,COL,Net factors payment to the rest of the word,Colombia,2005
-5753.6591,,,COL,Net factors payment to the rest of the word,Colombia,2006
-7861.0323,,,COL,Net factors payment to the rest of the word,Colombia,2007
-9649.4944,,,COL,Net factors payment to the rest of the word,Colombia,2008
-8185.5167,,,COL,Net factors payment to the rest of the word,Colombia,2009
-10996.2899,,,COL,Net factors payment to the rest of the word,Colombia,2010
-15313.133,,,COL,Net factors payment to the rest of the word,Colombia,2011
-15007.6693,,,COL,Net factors payment to the rest of the word,Colombia,2012
-14001.5196,,,COL,Net factors payment to the rest of the word,Colombia,2013
-12107.9112,,,COL,Net factors payment to the rest of the word,Colombia,2014
-5449.5555,,,COL,Net factors payment to the rest of the word,Colombia,2015
-5312.1898,,,COL,Net factors payment to the rest of the word,Colombia,2016
-8046.2021,,,COL,Net factors payment to the rest of the word,Colombia,2017
-11442.1674,,,COL,Net factors payment to the rest of the word,Colombia,2018
-232.7,,,CRI,Net factors payment to the rest of the word,Costa Rica,1990
-173.9,,,CRI,Net factors payment to the rest of the word,Costa Rica,1991
-214.1,,,CRI,Net factors payment to the rest of the word,Costa Rica,1992
-239.1,,,CRI,Net factors payment to the rest of the word,Costa Rica,1993
-142.5,,,CRI,Net factors payment to the rest of the word,Costa Rica,1994
-225.5,,,CRI,Net factors payment to the rest of the word,Costa Rica,1995
-184.24,,,CRI,Net factors payment to the rest of the word,Costa Rica,1996
-248.96,,,CRI,Net factors payment to the rest of the word,Costa Rica,1997
-468.51,,,CRI,Net factors payment to the rest of the word,Costa Rica,1998
-519.0127,,,CRI,Net factors payment to the rest of the word,Costa Rica,1999
-688.7646,,,CRI,Net factors payment to the rest of the word,Costa Rica,2000
-734.0982,,,CRI,Net factors payment to the rest of the word,Costa Rica,2001
-762.5074,,,CRI,Net factors payment to the rest of the word,Costa Rica,2002
-797.07,,,CRI,Net factors payment to the rest of the word,Costa Rica,2003
-787.9139,,,CRI,Net factors payment to the rest of the word,Costa Rica,2004
-753.3148,,,CRI,Net factors payment to the rest of the word,Costa Rica,2005
-660.5556,,,CRI,Net factors payment to the rest of the word,Costa Rica,2006
-687.366,,,CRI,Net factors payment to the rest of the word,Costa Rica,2007
-588.6248,,,CRI,Net factors payment to the rest of the word,Costa Rica,2008
-1001.178,,,CRI,Net factors payment to the rest of the word,Costa Rica,2009
-1186.1883,,,CRI,Net factors payment to the rest of the word,Costa Rica,2010
-1418.1271,,,CRI,Net factors payment to the rest of the word,Costa Rica,2011
-1455.6991,,,CRI,Net factors payment to the rest of the word,Costa Rica,2012
-1828.0819,,,CRI,Net factors payment to the rest of the word,Costa Rica,2013
-2113.9093,,,CRI,Net factors payment to the rest of the word,Costa Rica,2014
-2379.9034,,,CRI,Net factors payment to the rest of the word,Costa Rica,2015
-2451.5505,,,CRI,Net factors payment to the rest of the word,Costa Rica,2016
-3160.9428,,,CRI,Net factors payment to the rest of the word,Costa Rica,2017
-3343.9918,,,CRI,Net factors payment to the rest of the word,Costa Rica,2018
-1210.0,,,ECU,Net factors payment to the rest of the word,Ecuador,1990
-1117.0,,,ECU,Net factors payment to the rest of the word,Ecuador,1991
-944.0,,,ECU,Net factors payment to the rest of the word,Ecuador,1992
-864.19,,,ECU,Net factors payment to the rest of the word,Ecuador,1993
-937.97,,,ECU,Net factors payment to the rest of the word,Ecuador,1994
-930.19,,,ECU,Net factors payment to the rest of the word,Ecuador,1995
-1040.48,,,ECU,Net factors payment to the rest of the word,Ecuador,1996
-1025.64,,,ECU,Net factors payment to the rest of the word,Ecuador,1997
-1170.55,,,ECU,Net factors payment to the rest of the word,Ecuador,1998
-1307.81,,,ECU,Net factors payment to the rest of the word,Ecuador,1999
-1218.4694,,,ECU,Net factors payment to the rest of the word,Ecuador,2000
-1261.8228,,,ECU,Net factors payment to the rest of the word,Ecuador,2001
-1252.7621,,,ECU,Net factors payment to the rest of the word,Ecuador,2002
-1492.418,,,ECU,Net factors payment to the rest of the word,Ecuador,2003
-1840.0325,,,ECU,Net factors payment to the rest of the word,Ecuador,2004
-1815.5211,,,ECU,Net factors payment to the rest of the word,Ecuador,2005
-1827.6043,,,ECU,Net factors payment to the rest of the word,Ecuador,2006
-1968.1152,,,ECU,Net factors payment to the rest of the word,Ecuador,2007
-1428.8191,,,ECU,Net factors payment to the rest of the word,Ecuador,2008
-1270.6498,,,ECU,Net factors payment to the rest of the word,Ecuador,2009
-1036.9715,,,ECU,Net factors payment to the rest of the word,Ecuador,2010
-1256.7614,,,ECU,Net factors payment to the rest of the word,Ecuador,2011
-1279.4172,,,ECU,Net factors payment to the rest of the word,Ecuador,2012
-1360.844,,,ECU,Net factors payment to the rest of the word,Ecuador,2013
-1543.0441,,,ECU,Net factors payment to the rest of the word,Ecuador,2014
