value,source_id,notes_ids,iso3,Geographical area,Country__ESTANDAR,Sex__ESTANDAR,Years__ESTANDAR
5795.446,24,,PRY,National,Paraguay,Both sexes,2005
6209.849,24,,PRY,National,Paraguay,Both sexes,2010
6639.157,24,,PRY,National,Paraguay,Both sexes,2015
7046.145,24,,PRY,National,Paraguay,Both sexes,2020
7416.031,24,,PRY,National,Paraguay,Both sexes,2025
7741.203,24,,PRY,National,Paraguay,Both sexes,2030
8016.727,24,,PRY,National,Paraguay,Both sexes,2035
8245.251,24,,PRY,National,Paraguay,Both sexes,2040
8428.826,24,,PRY,National,Paraguay,Both sexes,2045
8567.498,24,,PRY,National,Paraguay,Both sexes,2050
13341.039,24,,PER,National,Peru,Both sexes,1970
15229.926,24,,PER,National,Peru,Both sexes,1975
17359.042,24,,PER,National,Peru,Both sexes,1980
19545.163,24,,PER,National,Peru,Both sexes,1985
21830.72,24,,PER,National,Peru,Both sexes,1990
24042.796,24,,PER,National,Peru,Both sexes,1995
25918.975,24,,PER,National,Peru,Both sexes,2000
27614.923,24,,PER,National,Peru,Both sexes,2005
29379.147,24,,PER,National,Peru,Both sexes,2010
31383.479,24,,PER,National,Peru,Both sexes,2015
33314.783,24,,PER,National,Peru,Both sexes,2020
35130.465,24,,PER,National,Peru,Both sexes,2025
36794.49,24,,PER,National,Peru,Both sexes,2030
38285.633,24,,PER,National,Peru,Both sexes,2035
39582.851,24,,PER,National,Peru,Both sexes,2040
40657.031,24,,PER,National,Peru,Both sexes,2045
41477.427,24,,PER,National,Peru,Both sexes,2050
2218.0,23,,PRI,National,Puerto Rico,Both sexes,1950
2247.42,23,,PRI,National,Puerto Rico,Both sexes,1955
2355.57,23,,PRI,National,Puerto Rico,Both sexes,1960
2577.53,23,,PRI,National,Puerto Rico,Both sexes,1965
2709.81,23,,PRI,National,Puerto Rico,Both sexes,1970
2931.93,23,,PRI,National,Puerto Rico,Both sexes,1975
3187.7,23,,PRI,National,Puerto Rico,Both sexes,1980
3369.71,23,,PRI,National,Puerto Rico,Both sexes,1985
3517.98,23,,PRI,National,Puerto Rico,Both sexes,1990
3689.65,23,,PRI,National,Puerto Rico,Both sexes,1995
3796.98,23,,PRI,National,Puerto Rico,Both sexes,2000
3761.14,23,,PRI,National,Puerto Rico,Both sexes,2005
3709.67,23,,PRI,National,Puerto Rico,Both sexes,2010
3680.06,23,,PRI,National,Puerto Rico,Both sexes,2015
3678.96,23,,PRI,National,Puerto Rico,Both sexes,2020
3693.44,23,,PRI,National,Puerto Rico,Both sexes,2025
3703.71,23,,PRI,National,Puerto Rico,Both sexes,2030
4503.135,24,,DOM,National,Dominican Republic,Both sexes,1970
5149.953,24,,DOM,National,Dominican Republic,Both sexes,1975
5809.288,24,,DOM,National,Dominican Republic,Both sexes,1980
6488.889,24,,DOM,National,Dominican Republic,Both sexes,1985
7183.703,24,,DOM,National,Dominican Republic,Both sexes,1990
7892.61,24,,DOM,National,Dominican Republic,Both sexes,1995
8563.111,24,,DOM,National,Dominican Republic,Both sexes,2000
9238.579,24,,DOM,National,Dominican Republic,Both sexes,2005
9899.714,24,,DOM,National,Dominican Republic,Both sexes,2010
10530.929,24,,DOM,National,Dominican Republic,Both sexes,2015
11119.394,24,,DOM,National,Dominican Republic,Both sexes,2020
11659.279,24,,DOM,National,Dominican Republic,Both sexes,2025
12148.187,24,,DOM,National,Dominican Republic,Both sexes,2030
12583.338,24,,DOM,National,Dominican Republic,Both sexes,2035
12958.597,24,,DOM,National,Dominican Republic,Both sexes,2040
13270.914,24,,DOM,National,Dominican Republic,Both sexes,2045
13516.353,24,,DOM,National,Dominican Republic,Both sexes,2050
46.054,23,,KNA,National,Saint Kitts and Nevis,Both sexes,1950
48.494,23,,KNA,National,Saint Kitts and Nevis,Both sexes,1955
51.197,23,,KNA,National,Saint Kitts and Nevis,Both sexes,1960
49.211,23,,KNA,National,Saint Kitts and Nevis,Both sexes,1965
44.882,23,,KNA,National,Saint Kitts and Nevis,Both sexes,1970
44.278,23,,KNA,National,Saint Kitts and Nevis,Both sexes,1975
43.205,23,,KNA,National,Saint Kitts and Nevis,Both sexes,1980
42.017,23,,KNA,National,Saint Kitts and Nevis,Both sexes,1985
40.833,23,,KNA,National,Saint Kitts and Nevis,Both sexes,1990
42.888,23,,KNA,National,Saint Kitts and Nevis,Both sexes,1995
45.544,23,,KNA,National,Saint Kitts and Nevis,Both sexes,2000
49.139,23,,KNA,National,Saint Kitts and Nevis,Both sexes,2005
52.352,23,,KNA,National,Saint Kitts and Nevis,Both sexes,2010
55.376,23,,KNA,National,Saint Kitts and Nevis,Both sexes,2015
58.138,23,,KNA,National,Saint Kitts and Nevis,Both sexes,2020
60.537,23,,KNA,National,Saint Kitts and Nevis,Both sexes,2025
62.581,23,,KNA,National,Saint Kitts and Nevis,Both sexes,2030
67.0,23,,VCT,National,Saint Vincent and the Grenadines,Both sexes,1950
73.528,23,,VCT,National,Saint Vincent and the Grenadines,Both sexes,1955
80.948,23,,VCT,National,Saint Vincent and the Grenadines,Both sexes,1960
85.972,23,,VCT,National,Saint Vincent and the Grenadines,Both sexes,1965
90.457,23,,VCT,National,Saint Vincent and the Grenadines,Both sexes,1970
95.614,23,,VCT,National,Saint Vincent and the Grenadines,Both sexes,1975
100.506,23,,VCT,National,Saint Vincent and the Grenadines,Both sexes,1980
104.477,23,,VCT,National,Saint Vincent and the Grenadines,Both sexes,1985
107.509,23,,VCT,National,Saint Vincent and the Grenadines,Both sexes,1990
108.122,23,,VCT,National,Saint Vincent and the Grenadines,Both sexes,1995
107.897,23,,VCT,National,Saint Vincent and the Grenadines,Both sexes,2000
108.749,23,,VCT,National,Saint Vincent and the Grenadines,Both sexes,2005
109.316,23,,VCT,National,Saint Vincent and the Grenadines,Both sexes,2010
109.374,23,,VCT,National,Saint Vincent and the Grenadines,Both sexes,2015
109.508,23,,VCT,National,Saint Vincent and the Grenadines,Both sexes,2020
109.703,23,,VCT,National,Saint Vincent and the Grenadines,Both sexes,2025
110.012,23,,VCT,National,Saint Vincent and the Grenadines,Both sexes,2030
82.783,23,,LCA,National,Saint Lucia,Both sexes,1950
86.655,23,,LCA,National,Saint Lucia,Both sexes,1955
89.901,23,,LCA,National,Saint Lucia,Both sexes,1960
96.303,23,,LCA,National,Saint Lucia,Both sexes,1965
104.162,23,,LCA,National,Saint Lucia,Both sexes,1970
109.77,23,,LCA,National,Saint Lucia,Both sexes,1975
117.984,23,,LCA,National,Saint Lucia,Both sexes,1980
126.416,23,,LCA,National,Saint Lucia,Both sexes,1985
138.18,23,,LCA,National,Saint Lucia,Both sexes,1990
147.04,23,,LCA,National,Saint Lucia,Both sexes,1995
156.949,23,,LCA,National,Saint Lucia,Both sexes,2000
165.407,23,,LCA,National,Saint Lucia,Both sexes,2005
177.397,23,,LCA,National,Saint Lucia,Both sexes,2010
184.937,23,,LCA,National,Saint Lucia,Both sexes,2015
191.645,23,,LCA,National,Saint Lucia,Both sexes,2020
197.345,23,,LCA,National,Saint Lucia,Both sexes,2025
201.817,23,,LCA,National,Saint Lucia,Both sexes,2030
214.999,23,,SUR,National,Suriname,Both sexes,1950
250.094,23,,SUR,National,Suriname,Both sexes,1955
290.137,23,,SUR,National,Suriname,Both sexes,1960
332.315,23,,SUR,National,Suriname,Both sexes,1965
372.311,23,,SUR,National,Suriname,Both sexes,1970
364.402,23,,SUR,National,Suriname,Both sexes,1975
365.616,23,,SUR,National,Suriname,Both sexes,1980
375.979,23,,SUR,National,Suriname,Both sexes,1985
406.764,23,,SUR,National,Suriname,Both sexes,1990
435.776,23,,SUR,National,Suriname,Both sexes,1995
466.668,23,,SUR,National,Suriname,Both sexes,2000
499.523,23,,SUR,National,Suriname,Both sexes,2005
524.96,23,,SUR,National,Suriname,Both sexes,2010
548.456,23,,SUR,National,Suriname,Both sexes,2015
569.532,23,,SUR,National,Suriname,Both sexes,2020
588.225,23,,SUR,National,Suriname,Both sexes,2025
603.805,23,,SUR,National,Suriname,Both sexes,2030
645.628,23,,TTO,National,Trinidad and Tobago,Both sexes,1950
740.036,23,,TTO,National,Trinidad and Tobago,Both sexes,1955
848.481,23,,TTO,National,Trinidad and Tobago,Both sexes,1960
912.419,23,,TTO,National,Trinidad and Tobago,Both sexes,1965
945.996,23,,TTO,National,Trinidad and Tobago,Both sexes,1970
1011.49,23,,TTO,National,Trinidad and Tobago,Both sexes,1975
1085.31,23,,TTO,National,Trinidad and Tobago,Both sexes,1980
1170.94,23,,TTO,National,Trinidad and Tobago,Both sexes,1985
1221.9,23,,TTO,National,Trinidad and Tobago,Both sexes,1990
1255.0,23,,TTO,National,Trinidad and Tobago,Both sexes,1995
1267.98,23,,TTO,National,Trinidad and Tobago,Both sexes,2000
1296.93,23,,TTO,National,Trinidad and Tobago,Both sexes,2005
1328.1,23,,TTO,National,Trinidad and Tobago,Both sexes,2010
1346.7,23,,TTO,National,Trinidad and Tobago,Both sexes,2015
1348.74,23,,TTO,National,Trinidad and Tobago,Both sexes,2020
1333.0,23,,TTO,National,Trinidad and Tobago,Both sexes,2025
1307.83,23,,TTO,National,Trinidad and Tobago,Both sexes,2030
2810.016,24,,URY,National,Uruguay,Both sexes,1970
2830.411,24,,URY,National,Uruguay,Both sexes,1975
2915.758,24,,URY,National,Uruguay,Both sexes,1980
3011.946,24,,URY,National,Uruguay,Both sexes,1985
3109.996,24,,URY,National,Uruguay,Both sexes,1990
3224.472,24,,URY,National,Uruguay,Both sexes,1995
3320.982,24,,URY,National,Uruguay,Both sexes,2000
3325.339,24,,URY,National,Uruguay,Both sexes,2005
3373.243,24,,URY,National,Uruguay,Both sexes,2010
3430.277,24,,URY,National,Uruguay,Both sexes,2015
3493.987,24,,URY,National,Uruguay,Both sexes,2020
3548.027,24,,URY,National,Uruguay,Both sexes,2025
3590.45,24,,URY,National,Uruguay,Both sexes,2030
3618.711,24,,URY,National,Uruguay,Both sexes,2035
3632.782,24,,URY,National,Uruguay,Both sexes,2040
3632.584,24,,URY,National,Uruguay,Both sexes,2045
3617.161,24,,URY,National,Uruguay,Both sexes,2050
11499.048,24,,VEN,National,Venezuela (Bolivarian Republic of),Both sexes,1970
13325.378,24,,VEN,National,Venezuela (Bolivarian Republic of),Both sexes,1975
15298.059,24,,VEN,National,Venezuela (Bolivarian Republic of),Both sexes,1980
17485.205,24,,VEN,National,Venezuela (Bolivarian Republic of),Both sexes,1985
19759.625,24,,VEN,National,Venezuela (Bolivarian Republic of),Both sexes,1990
21970.928,24,,VEN,National,Venezuela (Bolivarian Republic of),Both sexes,1995
24183.007,24,,VEN,National,Venezuela (Bolivarian Republic of),Both sexes,2000
26405.604,24,,VEN,National,Venezuela (Bolivarian Republic of),Both sexes,2005
28560.293,24,,VEN,National,Venezuela (Bolivarian Republic of),Both sexes,2010
30553.587,24,,VEN,National,Venezuela (Bolivarian Republic of),Both sexes,2015
32401.317,24,,VEN,National,Venezuela (Bolivarian Republic of),Both sexes,2020
34083.443,24,,VEN,National,Venezuela (Bolivarian Republic of),Both sexes,2025
35584.702,24,,VEN,National,Venezuela (Bolivarian Republic of),Both sexes,2030
36886.517,24,,VEN,National,Venezuela (Bolivarian Republic of),Both sexes,2035
37967.21,24,,VEN,National,Venezuela (Bolivarian Republic of),Both sexes,2040
38809.776,24,,VEN,National,Venezuela (Bolivarian Republic of),Both sexes,2045
39408.576,24,,VEN,National,Venezuela (Bolivarian Republic of),Both sexes,2050
167869.365,23,330,,National,Latin America and the Caribbean,Both sexes,1950
192271.0,23,330,,National,Latin America and the Caribbean,Both sexes,1955
220439.0,23,330,,National,Latin America and the Caribbean,Both sexes,1960
253153.0,23,330,,National,Latin America and the Caribbean,Both sexes,1965
287588.0,23,330,,National,Latin America and the Caribbean,Both sexes,1970
324746.0,23,330,,National,Latin America and the Caribbean,Both sexes,1975
364150.0,23,330,,National,Latin America and the Caribbean,Both sexes,1980
404329.0,23,330,,National,Latin America and the Caribbean,Both sexes,1985
445203.0,23,330,,National,Latin America and the Caribbean,Both sexes,1990
486345.0,23,330,,National,Latin America and the Caribbean,Both sexes,1995
526278.0,23,330,,National,Latin America and the Caribbean,Both sexes,2000
562546.0,23,330,,National,Latin America and the Caribbean,Both sexes,2005
596191.0,23,330,,National,Latin America and the Caribbean,Both sexes,2010
630089.0,23,330,,National,Latin America and the Caribbean,Both sexes,2015
661724.0,23,330,,National,Latin America and the Caribbean,Both sexes,2020
690833.0,23,330,,National,Latin America and the Caribbean,Both sexes,2025
716671.0,23,330,,National,Latin America and the Caribbean,Both sexes,2030
279563.0784,24,226,,National,Latin America,Both sexes,1970
316661.7294,24,226,,National,Latin America,Both sexes,1975
355217.7444,24,226,,National,Latin America,Both sexes,1980
395422.3964,24,226,,National,Latin America,Both sexes,1985
435628.2164,24,226,,National,Latin America,Both sexes,1990
474324.5124,24,226,,National,Latin America,Both sexes,1995
512246.2624,24,226,,National,Latin America,Both sexes,2000
548094.9334,24,226,,National,Latin America,Both sexes,2005
584883.9134,24,226,,National,Latin America,Both sexes,2010
619264.3224,24,226,,National,Latin America,Both sexes,2015
650882.6644,24,226,,National,Latin America,Both sexes,2020
679825.9714,24,226,,National,Latin America,Both sexes,2025
706147.2884,24,226,,National,Latin America,Both sexes,2030
729399.2634,24,226,,National,Latin America,Both sexes,2035
749118.9854,24,226,,National,Latin America,Both sexes,2040
765168.1374,24,226,,National,Latin America,Both sexes,2045
777637.6884,24,226,,National,Latin America,Both sexes,2050
17091.12,23,227,,National,Caribbean,Both sexes,1950
18814.1,23,227,,National,Caribbean,Both sexes,1955
20743.3,23,227,,National,Caribbean,Both sexes,1960
23109.4,23,227,,National,Caribbean,Both sexes,1965
25326.0,23,227,,National,Caribbean,Both sexes,1970
27644.6,23,227,,National,Caribbean,Both sexes,1975
29749.1,23,227,,National,Caribbean,Both sexes,1980
31952.1,23,227,,National,Caribbean,Both sexes,1985
34261.7,23,227,,National,Caribbean,Both sexes,1990
36475.1,23,227,,National,Caribbean,Both sexes,1995
38435.7,23,227,,National,Caribbean,Both sexes,2000
40163.3,23,227,,National,Caribbean,Both sexes,2005
41624.8,23,227,,National,Caribbean,Both sexes,2010
43101.4,23,227,,National,Caribbean,Both sexes,2015
44428.9,23,227,,National,Caribbean,Both sexes,2020
45573.5,23,227,,National,Caribbean,Both sexes,2025
46524.8,23,227,,National,Caribbean,Both sexes,2030
12043.196,24,,ARG,National,Argentina,Men,1970
13029.552,24,,ARG,National,Argentina,Men,1975
13889.812,24,,ARG,National,Argentina,Men,1980
14969.908,24,,ARG,National,Argentina,Men,1985
16077.924,24,,ARG,National,Argentina,Men,1990
17172.572,24,,ARG,National,Argentina,Men,1995
18158.29,24,,ARG,National,Argentina,Men,2000
19171.404,24,,ARG,National,Argentina,Men,2005
20200.659,24,,ARG,National,Argentina,Men,2010
21276.116,24,,ARG,National,Argentina,Men,2015
22271.91,24,,ARG,National,Argentina,Men,2020
23170.239,24,,ARG,National,Argentina,Men,2025
23979.201,24,,ARG,National,Argentina,Men,2030
24681.494,24,,ARG,National,Argentina,Men,2035
25276.181,24,,ARG,National,Argentina,Men,2040
25751.414,24,,ARG,National,Argentina,Men,2045
26097.404,24,,ARG,National,Argentina,Men,2050
2225.145,24,,BOL,National,Bolivia (Plurinational State of),Men,1970
2477.48,24,,BOL,National,Bolivia (Plurinational State of),Men,1975
2767.202,24,,BOL,National,Bolivia (Plurinational State of),Men,1980
3080.189,24,,BOL,National,Bolivia (Plurinational State of),Men,1985
3407.057,24,,BOL,National,Bolivia (Plurinational State of),Men,1990
3765.755,24,,BOL,National,Bolivia (Plurinational State of),Men,1995
4159.131,24,,BOL,National,Bolivia (Plurinational State of),Men,2000
4561.698,24,,BOL,National,Bolivia (Plurinational State of),Men,2005
4967.208,24,,BOL,National,Bolivia (Plurinational State of),Men,2010
5378.838,24,,BOL,National,Bolivia (Plurinational State of),Men,2015
5788.883,24,,BOL,National,Bolivia (Plurinational State of),Men,2020
6186.829,24,,BOL,National,Bolivia (Plurinational State of),Men,2025
6567.837,24,,BOL,National,Bolivia (Plurinational State of),Men,2030
6926.93,24,,BOL,National,Bolivia (Plurinational State of),Men,2035
7260.023,24,,BOL,National,Bolivia (Plurinational State of),Men,2040
7562.751,24,,BOL,National,Bolivia (Plurinational State of),Men,2045
7831.181,24,,BOL,National,Bolivia (Plurinational State of),Men,2050
47561.34,24,,BRA,National,Brazil,Men,1970
53811.318,24,,BRA,National,Brazil,Men,1975
60561.517,24,,BRA,National,Brazil,Men,1980
67695.054,24,,BRA,National,Brazil,Men,1985
74261.138,24,,BRA,National,Brazil,Men,1990
80038.428,24,,BRA,National,Brazil,Men,1995
86102.557,24,,BRA,National,Brazil,Men,2000
91978.304,24,,BRA,National,Brazil,Men,2005
97214.398,24,,BRA,National,Brazil,Men,2010
101700.101,24,,BRA,National,Brazil,Men,2015
105523.09,24,,BRA,National,Brazil,Men,2020
108856.273,24,,BRA,National,Brazil,Men,2025
111873.37,24,,BRA,National,Brazil,Men,2030
114447.55,24,,BRA,National,Brazil,Men,2035
116487.292,24,,BRA,National,Brazil,Men,2040
117988.463,24,,BRA,National,Brazil,Men,2045
119020.656,24,,BRA,National,Brazil,Men,2050
4701.225,24,,CHL,National,Chile,Men,1970
5137.934,24,,CHL,National,Chile,Men,1975
5555.068,24,,CHL,National,Chile,Men,1980
6010.529,24,,CHL,National,Chile,Men,1985
6548.493,24,,CHL,National,Chile,Men,1990
7094.029,24,,CHL,National,Chile,Men,1995
7590.073,24,,CHL,National,Chile,Men,2000
8039.605,24,,CHL,National,Chile,Men,2005
8472.908,24,,CHL,National,Chile,Men,2010
8876.067,24,,CHL,National,Chile,Men,2015
9232.292,24,,CHL,National,Chile,Men,2020
9551.21,24,,CHL,National,Chile,Men,2025
9823.179,24,,CHL,National,Chile,Men,2030
10039.736,24,,CHL,National,Chile,Men,2035
10199.804,24,,CHL,National,Chile,Men,2040
10306.24,24,,CHL,National,Chile,Men,2045
10364.19,24,,CHL,National,Chile,Men,2050
10979.44,24,,COL,National,Colombia,Men,1970
12322.331,24,,COL,National,Colombia,Men,1975
13811.067,24,,COL,National,Colombia,Men,1980
15424.503,24,,COL,National,Colombia,Men,1985
17020.835,24,,COL,National,Colombia,Men,1990
18547.545,24,,COL,National,Colombia,Men,1995
19980.973,24,,COL,National,Colombia,Men,2000
21376.075,24,,COL,National,Colombia,Men,2005
22640.903,24,,COL,National,Colombia,Men,2010
23743.481,24,,COL,National,Colombia,Men,2015
24676.36,24,,COL,National,Colombia,Men,2020
25428.849,24,,COL,National,Colombia,Men,2025
26033.91,24,,COL,National,Colombia,Men,2030
26511.112,24,,COL,National,Colombia,Men,2035
26831.163,24,,COL,National,Colombia,Men,2040
27009.704,24,,COL,National,Colombia,Men,2045
27053.215,24,,COL,National,Colombia,Men,2050
937.985,24,,CRI,National,Costa Rica,Men,1970
1062.379,24,,CRI,National,Costa Rica,Men,1975
1206.529,24,,CRI,National,Costa Rica,Men,1980
1376.644,24,,CRI,National,Costa Rica,Men,1985
1561.699,24,,CRI,National,Costa Rica,Men,1990
1767.762,24,,CRI,National,Costa Rica,Men,1995
1974.02,24,,CRI,National,Costa Rica,Men,2000
2134.755,24,,CRI,National,Costa Rica,Men,2005
2281.82,24,,CRI,National,Costa Rica,Men,2010
2411.985,24,,CRI,National,Costa Rica,Men,2015
2524.134,24,,CRI,National,Costa Rica,Men,2020
2615.853,24,,CRI,National,Costa Rica,Men,2025
2687.422,24,,CRI,National,Costa Rica,Men,2030
2743.416,24,,CRI,National,Costa Rica,Men,2035
2784.038,24,,CRI,National,Costa Rica,Men,2040
2809.037,24,,CRI,National,Costa Rica,Men,2045
2818.357,24,,CRI,National,Costa Rica,Men,2050
4424.373,24,,CUB,National,Cuba,Men,1970
4777.292,24,,CUB,National,Cuba,Men,1975
4969.21,24,,CUB,National,Cuba,Men,1980
5074.56,24,,CUB,National,Cuba,Men,1985
5324.28,24,,CUB,National,Cuba,Men,1990
5483.204,24,,CUB,National,Cuba,Men,1995
5578.083,24,,CUB,National,Cuba,Men,2000
5657.291,24,,CUB,National,Cuba,Men,2005
5682.474,24,,CUB,National,Cuba,Men,2010
5720.076,24,,CUB,National,Cuba,Men,2015
5703.477,24,,CUB,National,Cuba,Men,2020
5672.094,24,,CUB,National,Cuba,Men,2025
5612.96,24,,CUB,National,Cuba,Men,2030
5520.24,24,,CUB,National,Cuba,Men,2035
5397.577,24,,CUB,National,Cuba,Men,2040
5251.421,24,,CUB,National,Cuba,Men,2045
5084.083,24,,CUB,National,Cuba,Men,2050
3048.103,24,,ECU,National,Ecuador,Men,1970
3511.457,24,,ECU,National,Ecuador,Men,1975
4010.308,24,,ECU,National,Ecuador,Men,1980
4547.245,24,,ECU,National,Ecuador,Men,1985
5134.141,24,,ECU,National,Ecuador,Men,1990
5743.417,24,,ECU,National,Ecuador,Men,1995
6331.193,24,,ECU,National,Ecuador,Men,2000
6878.657,24,,ECU,National,Ecuador,Men,2005
7472.277,24,,ECU,National,Ecuador,Men,2010
